ATTO PRIMO,ACT ONE
FIGARO:, FIGARO:
Non batter così presto., Don't hit quite so fast!
,
SUSANNA:, SUSANNA:
"E questo, signor scaltro,"," And this, shrewd sir,"
"e questo, e poi quest'altro ancor."," And this, and this one too!"
,
FIGARO:, FIGARO:
"O schiaffi graziosissimi,"," Oh gracious blows,"
"oh, mio felice amor."," oh, my happy love!"
,
SUSANNA:, SUSANNA:
"Impara, impara, oh perfido,"," Take that, and learn, learn, you traitor,"
a fare il seduttor., how to go philandering!
,
,
,
,
,
SCENA XIV, SCENE XIV
I suddetti e poi il Conte, The above; later the Count
,
FIGARO:, FIGARO:
"Pace, pace, mio dolce tesoro,"," Peace, peace, my sweet treasure,"
io conobbi la voce che adoro, I recognised the voice that I adore
e che impressa ognor serbo nel cor., and which I keep imprinted in my heart.
,
SUSANNA:, SUSANNA:
La mia voce?, My voice?
,
FIGARO:, FIGARO:
La voce che adoro., The voice that I adore.
,
SUSANNA & FIGARO:, SUSANNA & FIGARO:
"Pace, pace, mio dolce tesoro,"," Peace, peace, my sweet treasure,"
"pace, pace, mio tenero amor."," peace, peace, my dear love."
,
IL CONTE:, COUNT: [offstage]
Non la trovo e girai tutto il bosco.," I can't find her, and I've looked"
, everywhere.
,
SUSANNA & FIGARO:, SUSANNA & FIGARO:
"Questi è il Conte,", This is the Count -
alla voce il conosco., I recognise that voice.
,
IL CONTE:, COUNT:
"[parlando verso la nicchia, dove", [from the niche into which
"entrò madama, cui apre egli stesso]", the Countess led him earlier]
"Ehi, Susanna - sei sorda - sei muta?"," Susanna, are you mute?  Are you deaf?"
,
SUSANNA:, SUSANNA:
"Bella, bella! Non l'ha conosciuta.", Wonderful!  He hasn't recognised her.
,
FIGARO:, FIGARO:
Chi?, Who?
,
SUSANNA:, SUSANNA:
Madama!, My lady!
,
FIGARO:, FIGARO:
Madama?, My lady?
,
SUSANNA:, SUSANNA:
Madama!, My lady!
,
SUSANNA & FIGARO:, SUSANNA & FIGARO:
"La commedia, idol mio, terminiamo,"," Let us finish the play, my love,"
consoliamo il bizzarro amator!, and console this confused lover!
,
FIGARO:, FIGARO:
[si mette ai piedi di Susanna], [throwing himself at Susanna's feet again]
"Sì, madama, voi siete il ben mio!"," Yes, madam, you are my only love!"
,
IL CONTE:, COUNT:
"La mia sposa! Ah, senz'arme son io.", My wife!  And I'm unarmed!
,
FIGARO:, FIGARO:
Un ristoro al mio cor concedete., Give me some remedy for my aching heart!
,
SUSANNA:, SUSANNA:
"Io son qui, fate quel che volete."," I am here, do what you wish with me."
,
IL CONTE:, COUNT:
"Ah, ribaldi!"," Ah, traitors!"
,
SUSANNA & FIGARO:, SUSANNA & FIGARO:
"Ah, corriamo, mio bene,"," Ah, let us run, my love,"
e le pene compensi il piacer., and let joy replace our pains.
[Susanna entra nella nicchia.], [Susanna goes into the right arbour.]
,
SCENA ULTIMA, LAST SCENE
"I suddetti, Antonio, Curzio,"," The above, Antonio, Curzio, Bartolo,"
"Bartolo, Basilio, servitori con"," Basilio, servants with lighted torches;"
"fiaccole accese; poi Susanna,"," then Susanna, Marcellina,"
"Marcellina, Cherubino, Barbarina;"," Cherubino, Barbarina;"
indi la Contessa, later the Countess
,
IL CONTE:, COUNT:
[arresta Figaro], [catching hold of Figaro]
"Gente, gente, all'armi, all'armi!"," My people, to arms!"
,
FIGARO:, FIGARO:
Il padrone!, The master!
,
IL CONTE:, COUNT:
"Gente, gente, aiuto, aiuto!"," My people, to me!"
,
FIGARO:, FIGARO:
Son perduto!, I'm lost!
,
"[Entrano Basilio, Curzio, Antonio,"," [Enter Basilio, Curzio, Antonio,"
Bartolo e il Coro], Bartolo and Chorus]
,
TUTTI GLI ALTRI:," BASILIO, CURZIO, BARTOLO, ANTONIO & CHORUS:"
Cosa avvenne?, What's happening?
,
IL CONTE:, COUNT:
Il scellerato, This scoundrel
"m'ha tradito, m'ha infamato"," Has betrayed me, has slandered me"
e con chi state a veder!," and with whom, wait and see!"
,
GLI ALTRI:, THE OTHERS:
"Son stordito, son sbalordito,"," I am shocked, I am confused,"
non mi par che ciò sia ver!, this seems unreal!
,
FIGARO:, FIGARO:
"(Son storditi, son sbalorditi,"," (They are shocked, they are confused,"
"oh che scena, che piacer!)"," oh, what a scene, what fun!)"
,
IL CONTE:, COUNT:
"Invan resistete,"," In vain you resist,"
"uscite, madama,"," Come out of there, madam!"
il premio or avrete, I'll let you have the reward
di vostra onestà!, for your honesty now!
"[tira pel braccio Cherubino, dopo"," [pulls out in succession Cherubino,"
"Barbarina, Marcellina e Susanna]"," Barbarina, Marcellina and  Susanna]"
Il paggio!, The page!
,
FIGARO:, FIGARO:
Mia madre!, My mother!
,
GLI ALTRI:, THE OTHERS:
Madama!, My lady!
,
IL CONTE:, COUNT:
"Scoperta è la trama,"," The plot is discovered,"
la perfida è qua., The traitress is here!
,
SUSANNA:, SUSANNA:
[s'inginocchia ai piedi del Conte], [kneeling at the Count's feet]
Perdono! Perdono!, Pardon!  Pardon!
,
IL CONTE:, COUNT:
"No, no, non vo' darlo!."," No, I don't want to give it!"
,
FIGARO:, FIGARO:
[s'inginocchia], [kneeling]
Perdono! Perdono!, Pardon!  Pardon!
,
IL CONTE:, COUNT:
"No, no, non sperarlo."," No, no, don't hope for it!"
,
,
TUTTI:, ALL BUT COUNT:
[s'inginocchiano], [kneeling]
Perdono! Perdono!, Pardon!
,
IL CONTE:, COUNT:
"No, no, no!"," No, no, no!"
,
LA CONTESSA:, COUNTESS:
[esce dall'altra nicchia e vuole, [entering from arbour]
"inginocchiarsi, il Conte nol permett",e]
Almeno io per loro, At least I may obtain
perdono otterrò., pardon for them.
,
"BASILIO, CURZIO, COUNT,"," BASILIO, CURZIO, COUNT,"
BARTOLO & ANTONIO:, BARTOLO & ANTONIO:
"(Oh cielo, che veggio!"," (Oh heavens, what do I see!"
Deliro! Vaneggio!, Am I delirious?  Do I dream?
Che creder non so?), I don't know what to believe!)
,
IL CONTE:, COUNT:
[s'inginocchia ai piedi, [kneeling at the Countess's feet]
della Contessa],
"Contessa, perdono!"," Countess, pardon me!"
,
LA CONTESSA:, COUNTESS:
"Più docile io sono,"," I am gentler,"
e dico di sì., and I grant it you.
,
TUTTI:, ALL:
"Ah, tutti contenti"," Ah, all will now"
saremo così., be happy.
,
"Questo giorno di tormenti,"," This day of torments,"
"di capricci, e di follia,"," of caprice, of folly,"
in contenti e in allegria, in content and happiness
solo amor può terminar., only love can end it.
"Sposi, amici, al ballo, al gioco,"," Friends, lovers, to dance, to play,"
alle mine date foco!, set off the fireworks!
Ed al suon di lieta marcia, And to the sound of gay music
corriam tutti a festeggiar!, let us all run to celebrate!
